,Serial No.,Name,ID Number,Time,Comments,Unnamed: 5
2494,2495,Shweta Naidu,21881A0510,29-09-2023 18:30,Inadequate,
1144,1145,Akhila Patel,21881A7281,03-10-2023 19:15,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
2805,2806,Aryan Kapoor,22881A6679,04-10-2023 15:15,Awkward,
5632,5633,Arjun Menon,21881A7277,02-10-2023 14:30,"Delved into the science fair, where the wonders of science unfolded, offering a plethora of learning and discovery. #ScienceExploration",
3434,3435,Sujay Sharma,22881A6699,21-09-2023 09:30,The event's lack of innovation and creativity was disappointing. #LackofInnovation,
8250,8251,Anirudh Rao,21881A0599,02-10-2023 22:15,Tedious,
3314,3315,Aaradhya Reddy,21881A1266,03-10-2023 15:30,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
6507,6508,Kalyani Iyer,21881A6604,02-10-2023 12:45,Partook in the hackathon and found it to be an invigorating test of my coding skills. #HackathonChallenges,
9688,9689,Satish Nair,21881A0585,01-10-2023 12:45,The virtual reality experience was mind-blowing. Felt like entering a new dimension. #VRExperience,
8647,8648,Neha Reddy,22881A7311,18-09-2023 23:00,Enjoyed the robotics competition! Building and competing with bots is always thrilling. #RoboticsFun,
3498,3499,Kavita Sharma,21881A7373,30-09-2023 20:00,Attended an inspiring session on sustainable energy. Feeling motivated to make a difference. #SustainableFuture,
9954,9955,Ananya Choudhury,22881A0495,22-09-2023 21:30,"Accepted the hackathon challenge, experiencing a fulfilling test of my coding abilities. #HackathonChallenges",
8020,8021,Tanuja Reddy,22881A7333,29-09-2023 15:15,"Attended the hackathon, successfully pushing my coding abilities to new thresholds.",
2976,2977,Niharika Reddy,21881A0568,18-09-2023 19:15,The career fair provided valuable insights into job opportunities. #CareerFair,
8240,8241,Varun Bansal,21881A1294,02-10-2023 17:45,Participated in an intense debate competition. Engaging discussions and diverse perspectives! #DebateEnergy,
186,187,Anvi Yadav,21881A7289,03-10-2023 19:15,"Attended an empowering entrepreneurship workshop, filled with inspiration to kickstart my entrepreneurial endeavors. #EntrepreneurialDreams",
5258,5259,Swathi Anand,22881A0457,02-10-2023 19:15,The cultural dance performances were a visual treat. Kudos to the performers! #ArtisticPerformance,
8532,8533,Madhuri Iyer,21881A1272,29-09-2023 09:30,Participated in the hackathon and achieved success. A challenging but fulfilling experience! #HackathonSuccess,
5699,5700,Harsha Reddy,21881A1226,29-09-2023 23:00,Panel discussion on innovation sparked new ideas. Ready to innovate! #InnovationSparks,
8914,8915,Deepika Naidu,21881A1233,29-09-2023 18:30,Immersed myself in the exploration of technology trends at the tech expo. Exciting innovations are on the way! #TechTrends,
2160,2161,Preethi Nair,21881A7226,30-09-2023 22:15,"Attended a session on data science, gaining insights into the limitless potential it offers. #DataScienceInsights",
2479,2480,Tanuja Reddy,22881A7373,21-09-2023 22:15,Boring. Sweet and simple. Faculty too bad.,
8556,8557,Shalini Naidu,21881A0595,21-09-2023 17:45,"Participated in a session exploring data science, unveiling a world of endless possibilities. #DataScienceInsights",
9310,9311,Divya Reddy,22881A0501,16-09-2023 19:15,"Delved into a world of taste at the food stalls, turning the moment into a gastronomic escapade. #FoodieDelight",
1837,1838,Sunil Nair,21881A7317,18-09-2023 20:00,"Accepted the hackathon challenge, experiencing a fulfilling test of my coding abilities.",
7917,7918,Satish Verma,22881A6668,17-09-2023 19:15,Distasteful,
1749,1750,Srinivas Reddy,21881A7339,03-10-2023 19:15,"Engaged in an informative data science session, realizing the immense possibilities ahead. #DataScienceInsights",
3387,3388,Deepa Nair,21881A0599,04-10-2023 22:15,Unstimulating,
7216,7217,Karan Naidu,22881A0491,04-10-2023 10:15,The coding challenges were tough but exciting. Improved my problem-solving skills. #CodingChallenge,
4842,4843,Divya Nair,21881A6628,03-10-2023 18:30,"Engaged in enlightening workshops on machine learning, discovering a vast amount of information to absorb and grasp. #MLInsights",
5347,5348,Aditya Srinivasan,22881A6702,05-10-2023 11:00,Insipid,
9985,9986,Kavita Sharma,21881A1241,20-09-2023 16:00,Engaged in a nerve-wracking yet exciting quiz competition that truly tested the extent of our knowledge. #QuizThrills,
460,461,Shalini Naidu,21881A0523,05-10-2023 17:45,The science quiz was challenging but fun. Great job by the organizers. #EngagingQuiz,
2229,2230,Veer Khanna,21881A0522,29-09-2023 11:00,Disappointing,
7534,7535,Prakash Menon,22881A7334,30-09-2023 15:15,The guest lecture on sustainable energy was eye-opening. Kudos to the organizers! #InspirationalTalk,
1320,1321,Deepa Nair,22881A6683,25-09-2023 12:45,Limited,
5967,5968,Aadi Singhania,21881A1260,29-09-2023 14:30,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
2582,2583,Vikram Prasad,21881A0521,20-09-2023 20:00,Workshops on machine learning were enlightening. So much to absorb and learn! #MLInsights,
7127,7128,Kirtana Rao,21881A7363,03-10-2023 12:45,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
8116,8117,Vishal Sharma,21881A1250,29-09-2023 23:00,Inspiring workshop on entrepreneurship. Motivated to start my own venture. #EntrepreneurialDreams,
1405,1406,Neha Rajput,21881A0470,30-09-2023 12:45,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
775,776,Swathi Anand,21881A1294,20-09-2023 19:15,Engaged in a nerve-wracking yet exciting quiz competition that truly tested the extent of our knowledge. #QuizThrills,
2655,2656,Harish Choudhury,22881A7276,18-09-2023 23:00,More entertainment and events need to be conducted. It has been very dry.,
4566,4567,Divya Reddy,22881A7303,18-09-2023 11:00,"Engaged in workshops on machine learning that were enlightening, providing a plethora of knowledge to absorb and understand. #MLInsights",
3311,3312,Sumanth Kumar,22881A7350,16-09-2023 23:00,The quiz competition was challenging and fun. Tested our knowledge in various domains. #QuizChallenge,
8509,8510,Naveen Raju,22881A7326,18-09-2023 23:00,"Engulfed in the art exhibition, I witnessed a visual treat with an abundance of creativity and showcased talent. #ArtisticFeast",
5376,5377,Shruthi Nair,21881A1284,18-09-2023 22:15,Participated in an engaging debate competition. Stimulating intellectual discussions! #DebateIntellect,
9371,9372,Ananya Choudhury,22881A0457,02-10-2023 17:45,The gaming tournament brought out the competitive spirit. Thrills and excitement! #GamingThrills,
7588,7589,Shalini Reddy,22881A7295,18-09-2023 23:00,Fantastic for new learners. Marvelous presentations from juniors,
7006,7007,Rahul Menon,21881A0507,16-09-2023 17:45,The quiz competition was challenging. Tested my knowledge. #KnowledgeChallenge,
1123,1124,Sandeep Kumar,22881A7348,29-09-2023 16:15,More entertainment and events need to be conducted. It has been very dry. Looking for more such events in the future.,
1505,1506,Venkat Ram,21881A0400,22-09-2023 17:45,"Discovered the marvels of science at the science fair, where learning and exploration took center stage. #ScienceExploration",
5988,5989,Pranav Patel,21881A1264,30-09-2023 15:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
3556,3557,Adarsh Rajput,22881A0445,04-10-2023 22:15,Displeasing,
2646,2647,Kabir Joshi,22881A7366,21-09-2023 20:00,Boring. Sweet and simple. Faculty too bad.,
9101,9102,Krish Kapoor,22881A7375,29-09-2023 19:15,"Attended the hackathon, successfully pushing my coding abilities to new thresholds.",
4799,4800,Arjun Sharma,22881A0438,02-10-2023 09:30,I was amazed by the innovative projects presented at the exhibition.,
5694,5695,Anjali Raj,21881A0599,30-09-2023 19:15,Lackluster,
4709,4710,Anjali Raj,22881A7354,03-10-2023 21:30,The faculty and management are least interactive,
354,355,Sunil Nair,22881A7334,30-09-2023 22:15,Speech session was too sleepy to hear. Ok. Upto the mark.,
286,287,Neha Reddy,21881A7367,27-09-2023 23:00,Explored the wonders of science at the science fair. Fascinating discoveries! #ScienceWonderland,
9418,9419,Geeta Menon,22881A6687,04-10-2023 22:15,Uninspired,
7353,7354,Manish Nair,22881A6679,21-09-2023 14:30,Unenjoyable,
3267,3268,Raghavendra Rao,21881A6610,16-09-2023 21:45,Workshops on machine learning were enlightening. So much to absorb and learn! #MLInsights,
9440,9441,Akhila Patel,21881A0507,19-09-2023 17:45,The closing ceremony brought tears of joy. Grateful for the memories. #Gratitude,
1680,1681,Aditya Srinivasan,21881A0599,03-10-2023 17:45,The event's technical support was inadequate,
4513,4514,Samaira Joshi,22881A7317,17-09-2023 17:45,Participated in an intense debate competition. Engaging discussions and diverse perspectives! #DebateEnergy,
6496,6497,Divya Reddy,22881A7274,19-09-2023 14:30,Satisfactory. Not satisfied. Sweet and simple.,
1211,1212,Anjali Sharma,21881A7365,01-10-2023 10:15,The debate competition was intense! Loved the thrill of defending my arguments. #DebateThrill,
5686,5687,Arnav Sharma,22881A7356,30-09-2023 19:15,Felt so happy for attending the session,
3118,3119,Nisha Iyer,22881A0432,01-10-2023 10:15,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
5644,5645,Arjun Rajan,22881A6639,19-09-2023 09:30,The event's lack of innovation and creativity was disappointing. #LackofInnovation,
2464,2465,Swathi Varma,21881A0561,18-09-2023 09:30,Participated in the science quiz and had a blast! Testing our knowledge was so much fun. #QuizFun,
1764,1765,Deepa Sharma,21881A0590,29-09-2023 16:00,The AI workshop provided practical insights into artificial intelligence. #AIWorkshop,
2149,2150,Ananya Choudhury,21881A0420,03-10-2023 18:30,Debate competition was a test of wit and knowledge. Challenging and fun! #DebateChallenge,
5816,5817,Meenakshi Nair,21881A0570,29-09-2023 11:00,The debate competition was intellectually stimulating. Explored different perspectives. #DebateClubExperience,
6390,6391,Nithya Prakash,22881A7368,21-09-2023 20:45,Speech session was too sleepy to hear. Ok. Upto the mark.,
8450,8451,Rahul Menon,22881A0431,01-10-2023 11:00,Attended an engaging workshop on data science. The future of technology! #DataScienceWorkshop,
3723,3724,Sowmya Patel,22881A0509,16-09-2023 10:15,"Accepted the hackathon challenge, experiencing a fulfilling test of my coding abilities. #HackathonChallenges",
6369,6370,Tanya Bansal,22881A7323,04-10-2023 20:00,"Participated in an exhilarating gaming tournament, facing off against top-tier competitors. #GamingThrills",
5528,5529,Amrita Nair,22881A6602,30-09-2023 14:30,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
7530,7531,Kiran Kumar,22881A0484,02-10-2023 16:00,Attended an inspiring entrepreneurship workshop. Ready to embark on my entrepreneurial journey! #EntrepreneurialSpirit,
8886,8887,Aditya Sharma,21881A1222,02-10-2023 21:30,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
6596,6597,Praveen Patel,21881A1242,21-09-2023 20:00,Inspiring workshop on entrepreneurship. Motivated to start my own venture. #EntrepreneurialDreams,
1110,1111,Manoj Patel,22881A7348,29-09-2023 18:30,Attended an enlightening workshop on entrepreneurship. Motivated to pursue my dreams! #EntrepreneurialDreams,
716,717,Divya Reddy,22881A0442,04-10-2023 23:00,"Immersed myself in the hackathon, where coding challenges were met head-on. #HackathonChallenges",
9928,9929,Govind Nair,22881A6685,30-09-2023 19:15,Unstimulating,
3275,3276,Shruti Kapoor,21881A6656,19-09-2023 23:00,Attended an inspiring session on AI. The future looks promising! #AIFuture,
7872,7873,Preeti Rajan,22881A7303,18-09-2023 09:30,"Engaged in workshops on machine learning that were enlightening, providing a plethora of knowledge to absorb and understand. #MLInsights",
4235,4236,Amrutha Nair,21881A7363,30-09-2023 23:00,Entered the hackathon and explored the boundaries of my coding capabilities.,
5733,5734,Nandini Bhandari,22881A0463,01-10-2023 14:30,The closing ceremony was emotional and heartwarming. Proud to be part of this community. #CommunitySpirit,
7333,7334,Preeti Rajan,21881A0473,30-09-2023 17:45,Innovative projects at the exhibition were mind-blowing! #InnovationShowcase,
4258,4259,Shreya Sharma,22881A0492,02-10-2023 09:30,Career fair was enlightening. Explored various career paths and opportunities. #CareerExploration,
2613,2614,Aditya Sharma,22881A0577,03-10-2023 20:45,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
281,282,Maya Joshi,22881A0484,01-10-2023 15:15,The staff was unhelpful,
5475,5476,Kabir Kapoor,21881A1272,30-09-2023 10:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
1475,1476,Vivek Nair,21881A0558,02-10-2023 17:45,The quiz competition was a test of wit and knowledge. Challenging and fun! #QuizChallenge,
9254,9255,Rajat Kumar,21881A6673,30-09-2023 14:30,Speech session was too sleepy to hear. Ok. Upto the mark.,
8928,8929,Megha Reddy,21881A0413,05-10-2023 15:15,Explored the tech expo and discovered the latest gadgets. Exciting innovations! #TechDiscoveries,
8289,8290,Vivek Nair,21881A0599,20-09-2023 19:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
3777,3778,Sumanth Kumar,22881A0409,21-09-2023 19:15,Enjoyed the robotics competition  building bots was a blast! #RoboticsFun,
8465,8466,Raghavendra Rao,22881A7289,02-10-2023 11:00,"Engaged in a captivating AI session, contemplating the thrilling possibilities brought about by AI advancements. #AIFuture",
3680,3681,Anushka Rao,21881A0534,24-09-2023 11:00,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
4132,4133,Siddharth Kapoor,21881A1201,30-09-2023 23:00,Panel discussion on innovation sparked new ideas. Ready to innovate! #InnovationSparks,
5667,5668,Prakash Iyer,22881A7375,18-09-2023 23:00,More entertainment and events need to be conducted. It has been very dry. Looking for more such events in the future.,
6504,6505,Neha Verma,22881A0437,01-10-2023 17:45,"Treated myself to delectable offerings at the food stalls, experiencing a gastronomic delight. #FoodieDelight",
7617,7618,Anandika Reddy,22881A0400,30-09-2023 19:15,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
4378,4379,Venkat Ram,22881A0470,04-10-2023 18:30,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
7646,7647,Anupama Naidu,22881A7349,16-09-2023 10:15,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
5120,5121,Diya Bhatia,21881A7297,03-10-2023 12:45,"The quiz competition brought a mix of nerves and excitement, thoroughly testing our knowledge. #QuizThrills",
6954,6955,Anjali Kapoor,21881A1231,20-09-2023 23:00,Engaged in the exploration of the latest technology trends at the tech expo. Exciting innovations await! #TechTrends,
3492,3493,Aryan Gupta,22881A6639,29-09-2023 21:30,The event's technical support was inadequate,
7975,7976,Sneha Varma,21881A0558,02-10-2023 17:45,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
9986,9987,Vikram Prasad,21881A0467,18-09-2023 23:00,"Participated in a session exploring data science, unveiling a world of endless possibilities. #DataScienceInsights",
9214,9215,Anjali Menon,21881A7397,20-09-2023 11:00,Enjoyed the robotics competition! Building and competing with bots is always thrilling. #RoboticsFun,
2991,2992,Vandana Reddy,21881A6656,02-10-2023 17:45,"Engaged in the debate competition, participating in thought-provoking discussions.",
3294,3295,Satish Varma,21881A1298,30-09-2023 19:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
9820,9821,Aarav Nair,22881A0483,30-09-2023 22:15,Explored cutting-edge technology trends at the tech expo   anticipating thrilling innovations! #TechTrends,
8373,8374,Rishabh Patel,21881A0599,29-09-2023 09:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
8808,8809,Revathi Iyer,21881A7337,18-09-2023 23:00,"Participated in an exhilarating gaming tournament, facing off against top-tier competitors. #GamingThrills",
7983,7984,Anjali Menon,21881A0437,03-10-2023 21:30,The debate competition was intellectually stimulating. Explored different perspectives. #DebateClub,
289,290,Manoj Patel,21881A0510,30-09-2023 15:15,The closing ceremony brought tears of joy. Grateful for the memories. #Gratitude,
6437,6438,Lavanya Murthy,22881A7342,29-09-2023 16:00,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
2105,2106,Anvi Sharma,21881A7227,01-10-2023 10:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
9772,9773,Priyanka Raj,21881A7297,03-10-2023 20:45,"Participated in a quiz competition that was both intense and exciting, stretching our knowledge to the maximum. #QuizThrills",
786,787,Aditya Sharma,22881A7384,03-10-2023 11:00,Speech session was too sleepy to hear. Ok. Upto the mark.,
8567,8568,Amrutha Nair,21881A7289,02-10-2023 23:00,"Engaged in an electrifying gaming tournament, facing tough competition from top-notch gamers. #GamingThrills",
5826,5827,Kirtana Rao,21881A7353,18-09-2023 11:00,Attended an inspiring session on sustainable energy. Feeling motivated to make a difference. #SustainableFuture,
